S07LSAT8_Oiled_marsh_DWO-3-BAT-09_ASDFRa_AREF.txt,impervious,0.020277115,0.023754589,0.036397025,0.1065809,0.14972053,0.081315018
S07LSAT8_Oiled_P.austral._DWO-3-DEL-1_ASDFRa_AREF.txt,impervious,0.094856165,0.128911,0.18354072,0.34511006,0.39509565,0.26715577
S07LSAT8_Oiled_S.altern._DWO-3-BAT-06_ASDFRa_AREF.txt,impervious,0.088299431,0.091684826,0.096812591,0.12171092,0.15445194,0.11365626
S07LSAT8_Oiled_sand_area_GrndIsle_ASDFRa_AREF.txt,impervious,0.040087424,0.045641076,0.055966701,0.087903015,0.15531389,0.11236535
S07LSAT8_Oiled_sand_brown_GrndIsle_ASDFRa_AREF.txt,impervious,0.034753814,0.044834141,0.063137017,0.10796604,0.20385632,0.17174816
S07LSAT8_Oiled_sand_dark_GrndIsle_ASDFRa_AREF.txt,impervious,0.048905563,0.061199039,0.078785986,0.11745329,0.19666953,0.16683426
S07LSAT8_OiledMarshPlant_DWO-2-BAT-08_ASDFRa_AREF.txt,impervious,0.027110077,0.042312894,0.062985711,0.15862931,0.13256347,0.068382055
S07LSAT8_OiledMarshPlant_DWO-2-BAT-09_ASDFRa_AREF.txt,impervious,0.040785819,0.06520886,0.086761795,0.25474873,0.16029128,0.076007366
S07LSAT8_OiledMarshPlant_DWO-2-DEL-04_ASDFRa_AREF.txt,impervious,0.056056868,0.094740912,0.15028256,0.29784316,0.19805236,0.092857271
S07LSAT8_Oxide_of_chromium_GDS795_ASDFRa_AREF.txt,impervious,0.037006866,0.087321386,0.072759047,0.35069373,0.35142016,0.37689331
S07LSAT8_Painted_Aluminum_GDS333_LgGr_ASDFRa_AREF.txt,impervious,0.47661942,0.52403086,0.51452333,0.45430341,0.30659649,0.27166945
S07LSAT8_Particle_Board_GDS364_Fn_Gr_ASDFRa_AREF.txt,impervious,0.23002824,0.31850368,0.42384484,0.60548425,0.5291425,0.32779908
S07LSAT8_Phthalocyaninie_blue_GDS799_ASDFRa_AREF.txt,impervious,0.060457181,0.003614594,0.006662251,0.18742214,0.53171498,0.47211936
S07LSAT8_Plastic_ABS_GDS341_BlackPipe_ASDFRa_AREF.txt,impervious,0.024774183,0.023676708,0.02251829,0.020703901,0.016931901,0.015109089
S07LSAT8_Plastic_HDPE_GDS351_BlkSheet_ASDFRa_AREF.txt,impervious,0.13152941,0.12393443,0.11698392,0.10908775,0.092597336,0.08437603
S07LSAT8_Plastic_HDPE_GDS373_Grey_Bag_ASDFRa_AREF.txt,impervious,0.41723627,0.41842231,0.41382784,0.40686432,0.40281242,0.411401
S07LSAT8_Plastic_HDPE_GDS384_Wht_Opaq_ASDFRa_AREF.txt,impervious,0.77798539,0.78226084,0.7742216,0.74877262,0.57269126,0.19797766
S07LSAT8_Plastic_HDPE_GDS385_WhTransl_ASDFRa_AREF.txt,impervious,0.66800565,0.62830383,0.59078294,0.62520617,0.41839537,0.13645492
S07LSAT8_Plastic_HDPE_GDS386_Yelopaqu_ASDFRa_AREF.txt,impervious,0.40992355,0.7097249,0.71977049,0.67373317,0.42620692,0.12155995
